Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"GEN OPERATIONS I, LLC",NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415119,BERKSHIRE PLACE,455 DOUGLAS AVENUE,PROVIDENCE,RI,02908,PARTNERSHIP INTEREST,Individual,"ROTELLA, ANGELO",NOT APPLICABLE,since 03/13/2008,"455 DOUGLAS AVENUE PROVIDENCE, RI 02908 (41.842437, -71.427587)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,OPERATIONAL/MANAGERIAL CONTROL,Individual,"BERG, MICHAEL",NOT APPLICABLE,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,MANAGING EMPLOYEE,Individual,"MOSIER, MICHAEL",NOT APPLICABLE,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415099,PINE GROVE HEALTH CENTER,999 SOUTH MAIN STREET,PASCOAG,RI,02859,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,PINE GROVE HEALTH CENTER INC,NO PERCENTAGE PROVIDED,since 06/09/2010,"999 SOUTH MAIN STREET PASCOAG, RI 02859 (41.936623, -71.681005)",10/01/2018
415119,BERKSHIRE PLACE,455 DOUGLAS AVENUE,PROVIDENCE,RI,02908,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROTELLA, ANGELO",NO PERCENTAGE PROVIDED,since 03/13/2008,"455 DOUGLAS AVENUE PROVIDENCE, RI 02908 (41.842437, -71.427587)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SOUCEY, DEBRA",6%,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415106,ST ANTOINE RESIDENCE,10 RHODES AVENUE,NORTH SMITHFIELD,RI,02896,MANAGING EMPLOYEE,Individual,"MACERA, MARIO",NOT APPLICABLE,since 02/01/2007,"10 RHODES AVENUE NORTH SMITHFIELD, RI 02896 (42.004302, -71.539929)",10/01/2018
415111,ST CLARE HOME,309 SPRING STREET,NEWPORT,RI,02840,DIRECTOR,Individual,"DAIGNEAULT, MARY BETH",NOT APPLICABLE,since 09/01/1997,"309 SPRING STREET NEWPORT, RI 02840 (41.482541, -71.312714)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"SENIOR CARE HOLDINGS, LLC",NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,DIRECTOR,Individual,"ROKOWSKY, YITZCHOK",NOT APPLICABLE,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"ATHENA HEALTH CARE ASSOCIATES, INC.",NO PERCENTAGE PROVIDED,since 01/01/2013,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415076,JOHN CLARKE RETIREMENT CENTER THE,600 VALLEY ROAD,MIDDLETOWN,RI,02842,OFFICER,Individual,"CHATELLIER, PETER",NOT APPLICABLE,since 04/01/1990,"600 VALLEY ROAD MIDDLETOWN, RI 02842 (41.50408, -71.289022)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,DIRECTOR,Individual,"SPACONE, ANDREW",NOT APPLICABLE,since 06/01/2006,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415108,HARRIS HEALTH CARE CENTER NORTH,60 EBEN BROWN LANE,CENTRAL FALLS,RI,02863,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"HARRIS, CHARLES",100%,since 02/01/1994,"60 EBEN BROWN LANE CENTRAL FALLS, RI 02863 (41.895924, -71.390039)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"WALDMAN, PAULA",NOT APPLICABLE,since 05/25/2007,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/02/2015,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415096,BETHANY HOME OF RHODE ISLAND,111 SOUTH ANGELL STREET,PROVIDENCE,RI,02906,OPERATIONAL/MANAGERIAL CONTROL,Organization,BETHANY HOME OF RHODE ISLAND,NOT APPLICABLE,since 05/05/2015,"111 SOUTH ANGELL STREET PROVIDENCE, RI 02906 (41.829129, -71.383212)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WILKIE, SUSAN",33%,since 07/05/1990,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415104,ROBERTS HEALTH CENTRE INC,25 ROBERTS WAY,NORTH KINGSTOWN,RI,02852,DIRECTOR,Individual,"CATALLOZZI, RICHARD",NOT APPLICABLE,since 01/23/2008,"25 ROBERTS WAY NORTH KINGSTOWN, RI 02852 (41.579963, -71.493345)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,DIRECTOR,Individual,"COSIMANO, CHRISTINE",NOT APPLICABLE,since 06/01/2005,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415076,JOHN CLARKE RETIREMENT CENTER THE,600 VALLEY ROAD,MIDDLETOWN,RI,02842,DIRECTOR,Individual,"BUTZIER, ROBERT",NOT APPLICABLE,since 04/01/2004,"600 VALLEY ROAD MIDDLETOWN, RI 02842 (41.50408, -71.289022)",10/01/2018
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,OFFICER,Individual,"ROY, DONALD",NOT APPLICABLE,since 11/30/1983,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415099,PINE GROVE HEALTH CENTER,999 SOUTH MAIN STREET,PASCOAG,RI,02859,OPERATIONAL/MANAGERIAL CONTROL,Organization,HEALTH CONCEPTS LTD,NOT APPLICABLE,since 08/01/2006,"999 SOUTH MAIN STREET PASCOAG, RI 02859 (41.936623, -71.681005)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,DIRECTOR,Individual,"GAUVIN, RODNEY",NOT APPLICABLE,since 07/05/1990,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415108,HARRIS HEALTH CARE CENTER NORTH,60 EBEN BROWN LANE,CENTRAL FALLS,RI,02863,PARTNERSHIP INTEREST,Organization,"QUALITY GERONTOLOGICAL SERVICES, INC",NOT APPLICABLE,since 02/01/1994,"60 EBEN BROWN LANE CENTRAL FALLS, RI 02863 (41.895924, -71.390039)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,OFFICER,Individual,"EDWARDS, JAN",NOT APPLICABLE,since 03/02/2015,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415089,ALPINE NURSING HOME INC,557 WEAVER HILL ROAD,COVENTRY,RI,02816,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GAUVIN, RODNEY",33%,since 07/05/1990,"557 WEAVER HILL ROAD COVENTRY, RI 02816 (41.666068, -71.666421)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,OPERATIONAL/MANAGERIAL CONTROL,Organization,"ATHENA HEALTH CARE ASSOCIATES, INC.",NOT APPLICABLE,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"STOECKEL, MARIE",NOT APPLICABLE,since 05/11/2010,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS OMG OPERATIONS LLC,NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415091,STEERE HOUSE NURSING AND REHABILITATION CTR,100 BORDEN STREET,PROVIDENCE,RI,02903,OFFICER,Individual,"OWENS, NORMA",NOT APPLICABLE,since 06/24/2013,"100 BORDEN STREET PROVIDENCE, RI 02903 (41.813327, -71.411652)",10/01/2018
415081,WESTERLY HEALTH CENTER,280 HIGH STREET,WESTERLY,RI,02891,OPERATIONAL/MANAGERIAL CONTROL,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 01/01/2014,"280 HIGH STREET WESTERLY, RI 02891 (41.395666, -71.821379)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"ROKEACH, NACHUM",NO PERCENTAGE PROVIDED,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,OPERATIONAL/MANAGERIAL CONTROL,Organization,CEDARBRIDGE CARE SERVICES LLC,NOT APPLICABLE,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415080,BAYBERRY COMMONS,181 DAVIS DRIVE,PASCOAG,RI,02859,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,DAVID RYAN FAMILY ASSOCIATES LLC,NO PERCENTAGE PROVIDED,since 12/20/2007,"181 DAVIS DRIVE PASCOAG, RI 02859 (41.936556, -71.683672)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"DOYLE, CLAIR",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 02/02/2015,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/02/2015,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,ATHENA HEALTH CARE SYSTEMS RI LLC,100%,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415111,ST CLARE HOME,309 SPRING STREET,NEWPORT,RI,02840,OFFICER,Individual,"BARRY, JOHN",NOT APPLICABLE,since 06/01/1999,"309 SPRING STREET NEWPORT, RI 02840 (41.482541, -71.312714)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"KAHANOW, URI",NO PERCENTAGE PROVIDED,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RYAN, DAVID",NO PERCENTAGE PROVIDED,since 11/03/1972,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,MANAGING EMPLOYEE,Individual,"IGOE, STEPHANIE",NOT APPLICABLE,since 01/23/2015,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415113,TOCKWOTTON ON THE WATERFRONT,500 WATERFRONT DRIVE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"HAINSWORTH, RUTH",NOT APPLICABLE,since 05/10/2011,"500 WATERFRONT DRIVE EAST PROVIDENCE, RI 02914 (41.815275, -71.389054)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,UKR CONSULTING LLC,10%,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,50 MAUDE STREET,PROVIDENCE,RI,02908,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"KOHN, SEAN",NO PERCENTAGE PROVIDED,since 12/22/2016,"50 MAUDE STREET PROVIDENCE, RI 02908 (41.837291, -71.43371)",10/01/2018
415106,ST ANTOINE RESIDENCE,10 RHODES AVENUE,NORTH SMITHFIELD,RI,02896,MANAGING EMPLOYEE,Individual,"FARGNOLI, WENDY",NOT APPLICABLE,since 02/01/2007,"10 RHODES AVENUE NORTH SMITHFIELD, RI 02896 (42.004302, -71.539929)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,OFFICER,Individual,"LABATE, WENDY",NOT APPLICABLE,since 12/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415107,KINGSTON CENTER FOR REHABILITATION AND HEALTH CARE,415 GARDNER ROAD,WEST KINGSTON,RI,02892,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROZENBERG, KENNETH",5%,since 10/01/2016,"415 GARDNER ROAD WEST KINGSTON, RI 02892 (41.547003, -71.61733)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"STEPHENS, CHRISTIAN",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,GENESIS HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415099,PINE GROVE HEALTH CENTER,999 SOUTH MAIN STREET,PASCOAG,RI,02859,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,THE T LLOYD RYAN IRREVOCABLE TRUST 2006,NO PERCENTAGE PROVIDED,since 09/25/2007,"999 SOUTH MAIN STREET PASCOAG, RI 02859 (41.936623, -71.681005)",10/01/2018
415076,JOHN CLARKE RETIREMENT CENTER THE,600 VALLEY ROAD,MIDDLETOWN,RI,02842,DIRECTOR,Individual,"MAINE, RANDALL",NOT APPLICABLE,since 04/01/2001,"600 VALLEY ROAD MIDDLETOWN, RI 02842 (41.50408, -71.289022)",10/01/2018
415108,HARRIS HEALTH CARE CENTER NORTH,60 EBEN BROWN LANE,CENTRAL FALLS,RI,02863,OPERATIONAL/MANAGERIAL CONTROL,Organization,"QUALITY GERONTOLOGICAL SERVICES, INC",NOT APPLICABLE,since 02/01/1994,"60 EBEN BROWN LANE CENTRAL FALLS, RI 02863 (41.895924, -71.390039)",10/01/2018
415111,ST CLARE HOME,309 SPRING STREET,NEWPORT,RI,02840,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAIGNEAULT, MARY BETH",NOT APPLICABLE,since 09/01/1997,"309 SPRING STREET NEWPORT, RI 02840 (41.482541, -71.312714)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,DIRECTOR,Individual,"CARRAGHER, TERRY",NOT APPLICABLE,since 11/01/1996,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"MOSIER, MICHAEL",6%,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MOSIER, MICHAEL",NO PERCENTAGE PROVIDED,since 01/01/2013,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415083,EASTGATE NURSING & REHABILITATION CENTER,198 WATERMAN AVENUE,EAST PROVIDENCE,RI,02914,MANAGING EMPLOYEE,Individual,"BISWAS, ANNA",NOT APPLICABLE,since 09/01/2012,"198 WATERMAN AVENUE EAST PROVIDENCE, RI 02914 (41.822023, -71.371287)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"FISHMAN, STEVEN",NO PERCENTAGE PROVIDED,since 01/01/2012,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,MANAGING EMPLOYEE,Individual,"BEARDS, DEBORAH",NOT APPLICABLE,since 10/06/2008,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415120,APPLE REHAB CLIPPER,161 POST ROAD,WESTERLY,RI,02891,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FOLEY, BRIAN",100%,since 05/02/1994,"161 POST ROAD WESTERLY, RI 02891 (41.350772, -71.782365)",10/01/2018
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,99 HILLSIDE AVENUE,PROVIDENCE,RI,02906,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"HAUSER, MARYBETH",NO PERCENTAGE PROVIDED,since 09/01/2011,"99 HILLSIDE AVENUE PROVIDENCE, RI 02906 (41.856817, -71.394912)",10/01/2018
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,OFFICER,Individual,"ROY, JEFFREY",NOT APPLICABLE,since 10/18/2006,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415079,TRINITY HEALTH AND REHABILITATION CENTER,4 ST JOSEPH STREET,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,AMERICAN SENIOR LIVING COMMUNITIES RI I LLC,NO PERCENTAGE PROVIDED,since 05/19/2014,"4 ST JOSEPH STREET WOONSOCKET, RI 02895 (41.996882, -71.505102)",10/01/2018
415123,CORTLAND PLACE,20 AUSTIN AVENUE,GREENVILLE,RI,02828,MANAGING EMPLOYEE,Individual,"MORAN, BRIAN",NOT APPLICABLE,since 05/07/2001,"20 AUSTIN AVENUE GREENVILLE, RI 02828 (41.876043, -71.555952)",10/01/2018
415090,LINN HEALTH CARE CENTER,30 ALEXANDER AVENUE,EAST PROVIDENCE,RI,02914,DIRECTOR,Individual,"JACKSON, ALTHEA",NOT APPLICABLE,since 06/24/2014,"30 ALEXANDER AVENUE EAST PROVIDENCE, RI 02914 (41.822001, -71.364964)",10/01/2018
415086,BROOKDALE SMITHFIELD,171 PLEASANT VIEW AVENUE,SMITHFIELD,RI,02917,OFFICER,Individual,"WHITE, CHADWICK",NOT APPLICABLE,since 03/09/2018,"171 PLEASANT VIEW AVENUE SMITHFIELD, RI 02917 (41.893242, -71.541858)",10/01/2018
415110,OAKLAND GROVE HEALTH CARE CENTER,560 CUMBERLAND HILL ROAD,WOONSOCKET,RI,02895,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GIRARD HEALTH CARE HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/1999,"560 CUMBERLAND HILL ROAD WOONSOCKET, RI 02895 (41.997813, -71.490509)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ONEX PARTNERS LP,NO PERCENTAGE PROVIDED,since 02/02/2015,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415082,RIVERVIEW HEALTHCARE COMMUNITY,546 MAIN STREET,COVENTRY,RI,02816,MANAGING EMPLOYEE,Individual,"WHITTAKER, LINDA",NOT APPLICABLE,since 11/09/2007,"546 MAIN STREET COVENTRY, RI 02816 (41.727299, -71.540143)",10/01/2018
415079,TRINITY HEALTH AND REHABILITATION CENTER,4 ST JOSEPH STREET,WOONSOCKET,RI,02895,DIRECTOR,Individual,"BARNHILL, JEFFERY",NOT APPLICABLE,since 04/01/2011,"4 ST JOSEPH STREET WOONSOCKET, RI 02895 (41.996882, -71.505102)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,ZAC PROPERTIES XI LLC,NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415096,BETHANY HOME OF RHODE ISLAND,111 SOUTH ANGELL STREET,PROVIDENCE,RI,02906,DIRECTOR,Individual,"KNOWLES, CAROLINE",NOT APPLICABLE,since 06/21/2014,"111 SOUTH ANGELL STREET PROVIDENCE, RI 02906 (41.829129, -71.383212)",10/01/2018
415075,HOLIDAY RETIREMENT HOME INC,30 SAYLES HILL ROAD,MANVILLE,RI,02838,OFFICER,Individual,"GURCHIN, JEANNE",NOT APPLICABLE,since 11/30/1983,"30 SAYLES HILL ROAD MANVILLE, RI 02838 (41.966404, -71.481479)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"MELUCCI, ROBERT",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415086,BROOKDALE SMITHFIELD,171 PLEASANT VIEW AVENUE,SMITHFIELD,RI,02917,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,BKD HB ACQUISTION SUB INC,NO PERCENTAGE PROVIDED,since 05/31/2011,"171 PLEASANT VIEW AVENUE SMITHFIELD, RI 02917 (41.893242, -71.541858)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,OFFICER,Individual,"SHERMAN, MICHAEL",NOT APPLICABLE,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415087,GREENVILLE SKILLED NURSING AND REHABILITATION,735 PUTNAM PIKE,GREENVILLE,RI,02828,MANAGING EMPLOYEE,Individual,"DAVIS, KEITH",NOT APPLICABLE,since 03/02/2015,"735 PUTNAM PIKE GREENVILLE, RI 02828 (41.879607, -71.576368)",10/01/2018
415094,BALLOU HOME FOR THE AGED,60 MENDON ROAD,WOONSOCKET,RI,02895,DIRECTOR,Individual,"GAGNE, YVETTE",NOT APPLICABLE,since 12/07/2007,"60 MENDON ROAD WOONSOCKET, RI 02895 (42.016783, -71.482943)",10/01/2018
415078,COVENTRY SKILLED NURSING AND REHABILITATION,10 WOODLAND DRIVE,COVENTRY,RI,02816,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"FISHMAN, STEVEN",NO PERCENTAGE PROVIDED,since 12/01/2012,"10 WOODLAND DRIVE COVENTRY, RI 02816 (41.67249, -71.593272)",10/01/2018
415085,MOUNT ST RITA HEALTH CENTRE,15 SUMNER BROWN ROAD,CUMBERLAND,RI,02864,DIRECTOR,Individual,"KAITIN-MILLER, PAMELA",NOT APPLICABLE,since 01/01/2009,"15 SUMNER BROWN ROAD CUMBERLAND, RI 02864 (42.014587, -71.411384)",10/01/2018
415086,BROOKDALE SMITHFIELD,171 PLEASANT VIEW AVENUE,SMITHFIELD,RI,02917,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,BROOKDALE SENIOR LIVING INC,NO PERCENTAGE PROVIDED,since 05/31/2011,"171 PLEASANT VIEW AVENUE SMITHFIELD, RI 02917 (41.893242, -71.541858)",10/01/2018
415097,MANSION NURSING AND REHAB CENTER,104 CLAY STREET,CENTRAL FALLS,RI,02863,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CHOPOORIAN, TERESA",NO PERCENTAGE PROVIDED,since 05/22/1989,"104 CLAY STREET CENTRAL FALLS, RI 02863 (41.883365, -71.389804)",10/01/2018
